"","text","user_id","screen_name","description","created_at"
"@traviscistatus.1","[status] Resolved: We have modified our spam filtering rules to prevent all e-mails from being identified as spam. We have also recovered all e-mails that were wrongly filtered. We will be replying to these as soon as possible. Thank you … ","1267076509","traviscistatus","Status account for @travisci.",2018-11-25 06:09:46
"@traviscistatus.2","[status] Identified: It turns out that some e-mails were wrongfully identified as spam on our e-mail provider's side and they couldn't reach our ticketing system because of this. ","1267076509","traviscistatus","Status account for @travisci.",2018-11-25 06:07:32
"@traviscistatus.3","[status] Investigating: We invite you to contact us for support or other type of request in our forum in the meantime: ","1267076509","traviscistatus","Status account for @travisci.",2018-11-24 21:40:12
"@traviscistatus.4","[status] Investigating: We see issues with support emails not arriving to the support inbox, and are working with our upstream provider to get this resolved. ","1267076509","traviscistatus","Status account for @travisci.",2018-11-24 17:14:27
"@traviscistatus.5","[status] Resolved: Builds are processing normally. The queue for container based builds has cleared. We will continue to monitor the situation. We apologize for the delays in picking up your builds, and thank you for your patience. ","1267076509","traviscistatus","Status account for @travisci.",2018-10-28 12:08:17
"@traviscistatus.6","[status] Investigating: Builds are running again on ","1267076509","traviscistatus","Status account for @travisci.",2018-10-28 11:56:45
"@traviscistatus.7","[status] Investigating: Builds seem to be not starting on ","1267076509","traviscistatus","Status account for @travisci.",2018-10-28 10:35:04
"@traviscistatus.8","[status] Resolved: This issue has been resolved. ","1267076509","traviscistatus","Status account for @travisci.",2018-10-24 12:25:28
"@traviscistatus.9","[status] Monitoring: The intermittent DNS issues that were causing problems while accessing ","1267076509","traviscistatus","Status account for @travisci.",2018-10-24 09:43:44
"@traviscistatus.10","[status] Investigating: We're investigating possible DNS problems accessing ","1267076509","traviscistatus","Status account for @travisci.",2018-10-24 09:34:04
"@traviscistatus.11","[status] Resolved: This incident has been resolved. ","1267076509","traviscistatus","Status account for @travisci.",2018-10-23 22:29:11
"@traviscistatus.12","[status] Investigating: We are investigating delays in build status updates for repositories on ","1267076509","traviscistatus","Status account for @travisci.",2018-10-23 21:52:56
"@traviscistatus.13","[status] Resolved: This incident has been resolved. ","1267076509","traviscistatus","Status account for @travisci.",2018-10-22 23:35:43
"@traviscistatus.14","[status] Monitoring: We have caught up with the container build back log. ","1267076509","traviscistatus","Status account for @travisci.",2018-10-22 20:16:55
"@traviscistatus.15","[status] Monitoring: We are seeing delays in all infrastructures due to build request back logs. ","1267076509","traviscistatus","Status account for @travisci.",2018-10-22 19:23:15
